borrower_id,age,gender,state,employment_type,monthly_income_est,bvn_verified,signup_date,acquisition_channel
BRWDC268CCA,32,F,Kaduna,Self-Employed,215307,True,2022-07-31,Organic
BRW6F2A0135,24,M,Rivers,Gig Worker,123451,True,2023-04-16,Social Media
BRWCA62797F,40,F,Borno,Salaried,471253,True,2024-07-08,Organic
BRWBEEE0BCA,23,F,Kaduna,Gig Worker,72231,True,2022-10-05,Social Media
BRWE99B3C12,34,M,Borno,Gig Worker,134375,True,2023-08-04,Social Media
BRW8DBCDE65,24,F,Imo,Gig Worker,43944,False,2022-08-22,Referral
BRWFC4F8C80,31,M,Oyo,Salaried,399363,True,2022-07-14,Referral
BRW1152FD03,59,M,Rivers,Unemployed,0,True,2024-02-19,Social Media
BRWEC8E1AFF,31,M,Borno,Self-Employed,244842,True,2022-07-21,Social Media
BRW28B1D714,30,M,Rivers,Self-Employed,66181,True,2022-11-04,Social Media
BRW207C17C2,36,F,Enugu,Gig Worker,34617,True,2022-07-19,Social Media
BRW627BC9D0,40,M,Delta,Gig Worker,20064,True,2023-05-20,Referral
BRW0169EE04,26,F,Oyo,Self-Employed,114384,True,2023-06-29,Organic
BRWC4FE3B4E,24,F,Abuja,Self-Employed,120951,False,2024-08-26,Organic
BRW3A6BB03E,18,M,Kano,Gig Worker,86787,True,2024-02-18,Social Media
BRW86640F74,25,F,Edo,Unemployed,0,True,2024-03-08,Organic
BRWF3375272,23,M,Anambra,Salaried,240109,True,2023-12-03,Social Media
BRWA8D46EF0,38,M,Rivers,Self-Employed,80526,True,2024-03-15,Organic
BRWC216A2D9,21,F,Enugu,Gig Worker,62687,True,2024-03-18,Social Media
BRW718F11E6,46,M,Edo,Salaried,217811,False,2023-01-15,Organic
BRW359F937F,26,M,Oyo,Self-Employed,235353,True,2023-02-07,Referral
BRWD87F2299,18,M,Borno,Unemployed,6812,True,2023-04-13,Referral
BRW553CEB63,18,F,Oyo,Gig Worker,47342,True,2023-01-18,Organic
BRWF163719D,30,F,Rivers,Self-Employed,186294,True,2023-09-25,Social Media
BRW16803E5A,55,M,Katsina,Salaried,207474,True,2024-01-09,Social Media
BRW0534962C,61,F,Katsina,Unemployed,0,True,2022-10-14,Agent
BRW79AB3A8A,37,F,Oyo,Salaried,109420,True,2023-03-25,Agent
BRWC837D15F,20,M,Borno,Salaried,473124,True,2024-04-24,Organic
BRW0F08994F,21,F,Enugu,Salaried,184854,True,2023-08-10,Social Media
BRWF99C8CD9,42,M,Lagos,Self-Employed,254252,True,2024-02-28,Organic
BRW4F060DD4,50,F,Kaduna,Gig Worker,61151,False,2023-04-02,Referral
BRW33E33626,23,M,Kaduna,Salaried,199371,True,2024-09-21,Referral
BRW2187CDBE,24,M,Imo,Gig Worker,23032,True,2023-02-10,Referral
BRW1DE8995C,51,F,Anambra,Gig Worker,27901,True,2023-08-03,Social Media
BRW34EC67B4,18,M,Anambra,Self-Employed,249263,True,2023-08-12,Social Media
BRWF875FAD2,19,Unspecified,Borno,Salaried,128309,True,2022-06-12,Referral
BRW2545E61E,54,F,Rivers,Salaried,325601,True,2024-02-25,Referral
BRW63774675,52,F,Katsina,Self-Employed,273139,True,2022-12-05,Organic
BRW62CECE2F,41,F,Katsina,Salaried,356674,False,2023-03-19,Agent
BRW929B1FB2,29,F,Lagos,Salaried,406993,True,2022-11-27,Social Media
BRWF61C23C3,24,F,Anambra,Salaried,433652,True,2023-11-13,Organic
BRW44A731A6,53,M,Borno,Unemployed,28425,True,2022-11-12,Organic
BRWE9314176,18,M,Kano,Self-Employed,261432,True,2024-09-04,Organic
BRWBAE2413C,56,M,Delta,Unemployed,0,False,2022-08-27,Agent
BRW4B79D623,23,F,Enugu,Self-Employed,75995,True,2024-08-28,Social Media
BRWF52207F2,31,M,Lagos,Gig Worker,116981,True,2023-02-13,Organic
BRW6757C6EC,49,M,Kano,Self-Employed,72676,True,2023-08-16,Referral
BRW27E302F1,21,F,Katsina,Gig Worker,35775,True,2024-02-07,Agent
BRWF484EBFD,29,F,Kaduna,Salaried,127600,True,2023-06-05,Organic
BRWE0693993,31,M,Edo,Salaried,300208,True,2023-01-05,Agent
BRW82941124,54,F,Rivers,Self-Employed,262247,False,2022-03-28,Referral
BRW833A5A34,52,F,Oyo,Gig Worker,22077,True,2024-07-07,Social Media
BRW7A28EBF8,21,M,Anambra,Salaried,376002,True,2023-12-13,Social Media
BRW1A64335D,18,F,Imo,Self-Employed,95004,True,2023-09-25,Social Media
BRW23D9CB54,21,F,Katsina,Salaried,351895,True,2023-11-16,Organic
BRW3935EC93,56,M,Rivers,Salaried,165130,True,2023-10-03,Social Media
BRW4D98CCBC,54,F,Kaduna,Self-Employed,47465,True,2023-04-27,Organic
BRW79827838,56,F,Katsina,Unemployed,0,True,2022-06-11,Organic
BRW5A72D174,27,Unspecified,Abuja,Salaried,300139,False,2023-04-21,Agent
BRW8D76F6AC,55,F,Borno,Self-Employed,75233,True,2022-11-15,Social Media
BRWDA384785,58,F,Kaduna,Salaried,249280,False,2023-11-16,Referral
BRW2A4F8B8E,32,F,Kano,Gig Worker,131669,True,2022-05-13,Referral
BRWD5E6BAD1,21,M,Delta,Gig Worker,117410,True,2023-09-22,Organic
BRW84B3B76A,23,M,Katsina,Salaried,425699,False,2023-11-16,Social Media
BRW93837154,33,M,Delta,Unemployed,13740,True,2022-05-29,Social Media
BRW0E502CAB,60,M,Lagos,Salaried,499310,True,2024-09-30,Organic
BRWABA66043,21,M,Delta,Salaried,496689,True,2023-08-09,Social Media
BRWBFB5F843,55,M,Rivers,Salaried,382619,True,2022-09-27,Social Media
BRW22F2B00F,20,M,Kaduna,Salaried,482921,True,2024-07-02,Organic
BRWC30B7B35,26,M,Imo,Gig Worker,121188,True,2024-05-26,Social Media
BRW01E928E8,34,M,Lagos,Salaried,271586,False,2022-05-10,Organic
BRWA6997BFE,63,F,Oyo,Gig Worker,35765,True,2022-12-22,Social Media
BRW1F57CB19,30,Unspecified,Kano,Unemployed,7718,True,2024-08-21,Agent
BRW1DA9B10B,33,M,Lagos,Salaried,436816,True,2024-02-02,Social Media
BRWA20D1791,38,M,Borno,Salaried,358167,True,2023-07-07,Organic
BRW8FB9FF85,61,M,Imo,Self-Employed,138165,True,2023-10-12,Agent
BRW120DF399,23,F,Ogun,Unemployed,0,True,2022-07-27,Organic
BRW90C33825,62,M,Delta,Unemployed,0,False,2023-04-25,Social Media
BRW2107C702,46,M,Anambra,Salaried,119253,True,2022-08-02,Agent
BRW4F2EAD1A,39,M,Enugu,Unemployed,6940,False,2024-02-22,Agent
BRWE96E7BAA,63,F,Delta,Unemployed,17820,True,2022-09-12,Referral
BRWC282791F,19,M,Katsina,Unemployed,0,True,2024-08-25,Referral
BRW304E3DAF,23,F,Lagos,Salaried,224425,True,2023-06-18,Social Media
BRWDCE4D3CA,20,M,Enugu,Self-Employed,163498,True,2022-05-08,Social Media
BRWD89B867B,38,F,Kaduna,Salaried,475444,False,2024-08-30,Agent
BRW21C32B40,28,F,Delta,Gig Worker,34789,True,2024-06-16,Referral
BRW43493DB9,55,M,Abuja,Self-Employed,116311,True,2024-01-20,Referral
BRW1CDC3CA4,38,F,Enugu,Self-Employed,267897,False,2024-09-13,Social Media
BRWCF605723,19,M,Katsina,Salaried,483673,True,2024-07-15,Organic
BRW90FEC38E,33,M,Kaduna,Self-Employed,259230,True,2022-04-14,Referral
BRW6F454315,32,F,Imo,Self-Employed,98035,True,2024-03-10,Referral
BRW7A5BEE09,32,M,Anambra,Self-Employed,188273,False,2023-11-15,Social Media
BRWD550D57A,38,F,Abuja,Self-Employed,248037,True,2022-05-01,Agent
BRW935EBFC0,23,F,Delta,Self-Employed,225940,True,2024-01-06,Referral
BRW6370AC7F,27,M,Edo,Gig Worker,131703,True,2024-08-20,Social Media
BRW14C580D6,51,F,Lagos,Gig Worker,76596,True,2022-07-05,Organic
BRW9D0F5CDA,61,F,Katsina,Salaried,296082,True,2024-07-01,Organic
BRW39BC4043,52,M,Borno,Salaried,210390,True,2023-04-15,Referral
BRW13134646,40,M,Borno,Gig Worker,41049,False,2023-10-26,Social Media
BRW8C3163B6,29,F,Edo,Salaried,170207,True,2022-12-27,Referral
BRW3796298A,47,M,Oyo,Gig Worker,49828,True,2024-01-10,Organic
BRW7469B55A,29,M,Delta,Self-Employed,207634,True,2024-05-26,Referral
BRW7D2AA187,27,M,Kano,Gig Worker,137411,False,2022-11-27,Organic
BRW04F5AA80,22,F,Anambra,Salaried,345352,True,2023-07-28,Social Media
BRW7677B004,29,M,Katsina,Gig Worker,46033,True,2024-06-16,Referral
BRW0A612FA1,55,M,Delta,Salaried,258343,True,2023-01-30,Organic
BRWC89F26AE,62,F,Ogun,Gig Worker,136319,True,2022-03-26,Social Media
BRWBCEC47AA,23,M,Imo,Gig Worker,52231,False,2022-01-27,Social Media
BRW2942FFFB,53,M,Borno,Unemployed,13039,True,2022-01-13,Organic
BRWAB5AD91D,62,F,Delta,Gig Worker,83343,True,2023-08-05,Organic
BRWC09EA30D,22,F,Plateau,Self-Employed,144757,False,2023-02-01,Referral
BRW2BF6C0DB,45,M,Plateau,Unemployed,0,False,2022-11-24,Social Media
BRW021FCAA2,19,F,Katsina,Gig Worker,62160,True,2023-07-06,Social Media
BRW378207C6,20,M,Abuja,Unemployed,21628,True,2023-09-11,Organic
BRW34F0E464,27,F,Rivers,Gig Worker,147990,True,2023-08-12,Referral
BRW086313AE,31,M,Kano,Self-Employed,194943,True,2023-04-05,Social Media
BRWB84CACDE,19,M,Imo,Salaried,450309,True,2024-09-04,Referral
BRWAA6C89A8,36,F,Delta,Unemployed,0,True,2024-08-23,Organic
BRWAE8DCBEE,29,M,Imo,Gig Worker,60609,True,2022-08-27,Social Media
BRWD40BF4A5,56,Unspecified,Ogun,Unemployed,9726,True,2022-01-07,Agent
BRWC7EB31C0,19,M,Abuja,Gig Worker,96997,True,2023-06-27,Social Media
BRW92591160,22,F,Kano,Salaried,395372,False,2022-01-31,Referral
BRW6920DA13,33,M,Delta,Salaried,126717,True,2024-08-29,Referral
BRW0CB7FB0A,51,M,Kaduna,Self-Employed,164363,True,2022-11-15,Social Media
BRWF38AA881,45,M,Oyo,Gig Worker,85494,True,2022-08-21,Social Media
BRWFBB8E72F,41,F,Anambra,Salaried,316835,True,2024-06-19,Referral
BRWF184E8D4,63,M,Lagos,Salaried,275636,False,2023-06-26,Organic
BRW84CA7201,26,F,Ogun,Salaried,499450,True,2022-03-13,Agent
BRWAC4238F4,22,M,Kaduna,Self-Employed,87654,True,2023-12-01,Agent
BRWD51D8DF0,38,M,Edo,Self-Employed,273684,False,2022-07-01,Social Media
BRWAD50E2BD,52,M,Anambra,Self-Employed,203075,False,2024-03-23,Agent
BRW381C9312,52,M,Imo,Salaried,232793,True,2023-06-15,Organic
BRWCC3AE91C,20,Unspecified,Plateau,Salaried,161397,True,2023-04-11,Agent
BRW814800A6,35,F,Imo,Self-Employed,157423,True,2022-12-13,Organic
BRWBDDFB537,21,M,Kaduna,Unemployed,0,True,2024-08-01,Social Media
BRWDD3D69EE,54,F,Abuja,Gig Worker,118908,False,2022-04-04,Referral
BRW6F632255,26,F,Anambra,Self-Employed,190755,True,2023-07-14,Referral
BRWD59A0F7B,25,M,Imo,Salaried,480305,True,2023-03-22,Social Media
BRWE44B2A9D,32,F,Ogun,Self-Employed,124283,True,2023-05-25,Agent
BRWED78D03F,49,M,Edo,Gig Worker,111606,True,2024-08-27,Organic
BRWFB17587D,57,M,Imo,Gig Worker,94878,True,2022-02-19,Social Media
BRWB218BD28,19,M,Anambra,Salaried,178691,True,2024-04-25,Referral
BRW5DCE59F3,30,M,Kaduna,Self-Employed,262618,True,2022-02-15,Agent
BRW497E74C7,20,M,Rivers,Unemployed,12260,True,2023-08-08,Referral
BRW89F5E17A,18,M,Oyo,Unemployed,11751,True,2022-09-04,Referral
BRW9970B1BD,59,Unspecified,Edo,Salaried,172829,True,2024-07-28,Referral
BRWAF36AD3B,19,F,Oyo,Salaried,209065,False,2023-03-09,Referral
BRW6B6AA530,45,F,Katsina,Unemployed,0,False,2023-02-24,Referral
BRW8B92C26F,29,F,Rivers,Self-Employed,112898,True,2023-05-15,Organic
BRW51F32A90,18,F,Enugu,Gig Worker,25478,True,2023-12-08,Organic
BRW82B2E903,40,M,Kano,Salaried,494811,True,2022-06-21,Agent
BRWBFF8CBB9,24,F,Oyo,Gig Worker,141978,True,2022-10-19,Agent
BRW56CD0853,24,F,Plateau,Gig Worker,71761,True,2022-03-30,Social Media
BRW32E57792,33,M,Abuja,Salaried,98714,True,2022-02-08,Referral
BRW0AB6AF99,22,M,Delta,Gig Worker,125697,True,2023-03-25,Referral
BRW238AB41B,30,F,Borno,Gig Worker,106884,False,2024-02-26,Organic
BRW93488647,25,M,Edo,Self-Employed,288667,False,2024-08-01,Organic
BRWECE08397,31,M,Oyo,Unemployed,0,True,2022-08-19,Organic
BRW4EB8D3BD,22,M,Enugu,Gig Worker,77523,True,2022-09-09,Referral
BRWEC89BF83,25,F,Lagos,Salaried,366850,True,2022-03-08,Social Media
BRWDAD54189,34,F,Kaduna,Self-Employed,84542,True,2022-05-27,Agent
BRWA9A48377,43,F,Edo,Salaried,81793,True,2023-08-04,Organic
BRWBA4FD1DC,23,M,Lagos,Self-Employed,187754,True,2024-07-21,Social Media
BRW33C1AC4E,36,F,Enugu,Self-Employed,219728,False,2022-09-01,Referral
BRW57CE7E29,39,M,Plateau,Salaried,413812,False,2023-04-11,Social Media
BRWB360C80D,27,F,Delta,Salaried,414020,False,2024-06-22,Organic
BRW11FED04E,47,M,Enugu,Self-Employed,118605,True,2024-06-19,Social Media
BRWC7290A0B,23,F,Rivers,Self-Employed,260236,False,2023-03-08,Agent
BRW3BE35CB2,31,M,Kaduna,Self-Employed,289659,True,2023-11-13,Social Media
BRWA97A0BE1,46,F,Ogun,Salaried,193749,True,2024-06-13,Referral
BRWB8BB36DC,50,M,Borno,Self-Employed,161471,True,2023-01-19,Referral
BRW72943776,23,M,Enugu,Salaried,136963,True,2024-05-02,Agent
BRWDC867721,56,M,Anambra,Self-Employed,92274,False,2023-11-07,Social Media
BRWB6756BEF,34,M,Rivers,Salaried,312249,True,2023-11-15,Organic
BRW1DB55C97,63,M,Delta,Gig Worker,120825,True,2024-03-31,Organic
BRW666A4BD9,29,F,Borno,Self-Employed,267548,False,2022-11-20,Referral
BRW2683A94A,49,F,Imo,Self-Employed,204648,True,2022-03-08,Organic
BRWED2CEA81,18,M,Abuja,Gig Worker,26914,True,2024-07-12,Social Media
BRWA7B06B64,47,M,Plateau,Unemployed,15078,True,2024-07-15,Referral
BRW24789521,32,M,Borno,Gig Worker,57976,True,2024-07-11,Agent
BRW85E251A5,22,M,Anambra,Salaried,404161,True,2023-04-26,Referral
BRW79516E11,25,Unspecified,Imo,Gig Worker,52688,False,2024-07-20,Social Media
BRW0947D0F5,48,M,Enugu,Salaried,279727,True,2022-01-21,Social Media
BRW438F00B5,64,F,Kano,Self-Employed,155588,True,2022-01-21,Agent
BRW039E0438,61,M,Abuja,Self-Employed,272155,False,2022-03-12,Organic
BRWC0E24BBE,39,M,Plateau,Gig Worker,140162,True,2023-11-16,Organic
BRWF7CE52CA,40,F,Abuja,Salaried,495646,True,2024-03-29,Social Media
BRW14AC6376,39,M,Edo,Self-Employed,299968,True,2023-06-10,Organic
BRW3DEA1410,34,M,Imo,Unemployed,0,True,2022-11-10,Organic
BRW9506BAE6,64,F,Borno,Salaried,223044,True,2023-11-07,Organic
BRW3DB0B019,35,M,Ogun,Salaried,407244,True,2023-01-25,Organic
BRW3E966C45,32,F,Katsina,Self-Employed,222265,True,2023-01-11,Referral
BRWAD67BEE7,55,F,Kano,Gig Worker,73371,False,2024-01-07,Organic
BRW00CC4C8E,22,F,Plateau,Salaried,123676,True,2024-04-04,Referral
BRW7E4AF995,26,M,Kano,Self-Employed,69759,True,2022-04-20,Organic
BRWBC5DE5F1,22,F,Borno,Salaried,379844,True,2022-03-19,Organic
BRWE2CF9AD4,18,F,Abuja,Gig Worker,134053,True,2023-10-04,Agent
BRW81D573A3,62,F,Abuja,Self-Employed,126743,True,2022-02-27,Referral
BRW645229FF,23,M,Katsina,Gig Worker,30637,False,2022-01-04,Social Media
BRW99F19160,43,M,Kaduna,Salaried,455903,True,2022-07-17,Social Media
BRWCA72717B,22,M,Katsina,Unemployed,24839,True,2024-06-04,Agent
BRW1CB8DA0A,30,M,Rivers,Self-Employed,60855,True,2024-06-18,Social Media
BRW1C6168C7,63,F,Rivers,Gig Worker,112126,True,2022-11-26,Referral
BRW42CD12A6,23,F,Ogun,Self-Employed,259162,True,2023-10-18,Organic
BRWD8DB9FCD,30,M,Lagos,Gig Worker,116396,True,2024-09-18,Referral
BRW49621A11,25,M,Kaduna,Salaried,112306,False,2022-03-03,Referral
BRW07726249,52,F,Enugu,Salaried,480783,True,2024-02-02,Referral
BRWAFC288FA,25,M,Imo,Gig Worker,139862,True,2024-09-09,Organic
BRW07826E20,24,M,Borno,Gig Worker,79085,True,2023-05-27,Social Media
BRW60FC15E2,32,M,Ogun,Self-Employed,235289,True,2023-12-09,Social Media
BRW9DABE071,31,F,Delta,Self-Employed,282075,True,2024-07-09,Social Media
BRW5D7C4294,21,M,Lagos,Gig Worker,70536,False,2024-03-18,Social Media
BRW626A36D8,64,M,Delta,Self-Employed,144705,True,2023-11-09,Agent
BRW8403ABEF,21,M,Kano,Unemployed,0,True,2022-07-22,Organic
BRWADB272D5,28,M,Rivers,Salaried,368006,True,2024-01-12,Social Media
BRWAA26AD49,30,F,Lagos,Gig Worker,83876,True,2022-04-19,Organic
BRWF118FA91,26,M,Anambra,Self-Employed,115843,False,2024-04-02,Organic
BRWEB144433,32,F,Imo,Unemployed,0,True,2023-09-19,Organic
BRW2185409F,21,M,Katsina,Salaried,459981,False,2023-01-14,Social Media
BRWCCCF433A,32,M,Rivers,Salaried,273991,False,2023-12-06,Organic
BRW91090605,56,F,Anambra,Salaried,329659,True,2024-03-23,Social Media
BRW663CCB5D,22,F,Ogun,Salaried,248733,False,2022-08-23,Referral
BRW75357C09,38,M,Enugu,Gig Worker,52649,False,2022-11-17,Social Media
BRW183F154F,20,M,Anambra,Gig Worker,101737,True,2023-09-10,Agent
BRW035F3B46,61,M,Borno,Gig Worker,28772,True,2024-02-28,Organic
BRW2A2092C2,21,M,Rivers,Gig Worker,27736,True,2022-12-02,Social Media
BRWF756A8F1,39,M,Kaduna,Self-Employed,245438,True,2022-11-18,Referral
BRW624C798A,34,M,Plateau,Gig Worker,104651,True,2022-05-04,Organic
BRW575DAC74,19,F,Oyo,Gig Worker,88616,True,2023-01-21,Social Media
BRW01B79C3B,52,M,Oyo,Salaried,216832,True,2023-10-30,Referral
BRW19F889FF,30,F,Kano,Self-Employed,243370,True,2023-01-27,Social Media
BRW1510812B,37,F,Enugu,Gig Worker,34122,True,2023-12-25,Referral
BRWD341737C,25,F,Abuja,Self-Employed,124621,True,2022-12-01,Social Media
BRWD47D063E,28,M,Lagos,Salaried,457750,True,2023-10-24,Social Media
BRW4D767443,22,M,Oyo,Self-Employed,239368,True,2024-02-14,Social Media
BRW355A9E10,57,F,Enugu,Salaried,456056,True,2022-03-11,Organic
BRW5839EEC6,20,M,Borno,Salaried,454264,True,2023-01-01,Social Media
BRWFA775768,29,M,Lagos,Gig Worker,84547,True,2023-10-20,Referral
BRW0E5DA129,44,F,Enugu,Self-Employed,63454,True,2024-02-21,Agent
BRW3C21458A,24,F,Lagos,Salaried,418039,True,2024-05-13,Referral
BRW369C217C,32,M,Kano,Salaried,477686,False,2022-05-21,Social Media
BRWE841CD10,26,M,Anambra,Gig Worker,107852,True,2023-05-20,Organic
BRW65D0716A,45,M,Ogun,Self-Employed,57815,True,2022-08-24,Social Media
BRW4792CDDA,18,F,Anambra,Gig Worker,96229,False,2022-06-18,Social Media
BRWC9972DF5,21,F,Oyo,Salaried,409084,True,2023-01-19,Social Media
BRW3EE361CA,22,M,Rivers,Salaried,398567,True,2022-09-24,Social Media
BRWA94FC3B0,41,F,Imo,Self-Employed,156796,True,2024-02-28,Social Media
BRW18F58560,22,F,Edo,Salaried,135957,True,2024-02-17,Social Media
BRWCA778286,48,M,Ogun,Gig Worker,108369,True,2023-01-05,Social Media
BRW4B580EB6,41,M,Lagos,Salaried,212294,True,2022-08-10,Referral
BRW338E334D,55,M,Kaduna,Salaried,457457,True,2023-02-05,Referral
BRWB18DA1B0,22,F,Borno,Self-Employed,187018,False,2024-05-27,Agent
BRW0D5631B4,19,F,Ogun,Salaried,80141,True,2022-01-12,Agent
BRWF780130F,60,F,Kano,Salaried,279974,True,2023-01-12,Organic
BRW4156ED53,22,M,Oyo,Self-Employed,269754,True,2022-01-23,Organic
BRWB7B2C835,18,M,Plateau,Salaried,154364,False,2024-03-30,Agent
BRWFD85CFBE,21,F,Lagos,Self-Employed,289672,False,2024-08-12,Social Media
BRW067BFE9C,18,M,Plateau,Salaried,203104,True,2023-07-25,Organic
BRW0CD2EC47,18,F,Kano,Self-Employed,56589,True,2023-02-12,Referral
BRWEA19FCE1,18,M,Kano,Self-Employed,257697,False,2023-08-14,Agent
BRW5E1435F3,41,F,Rivers,Unemployed,14202,True,2022-01-25,Referral
BRW41AC8C0D,62,M,Lagos,Salaried,441588,False,2022-02-15,Agent
BRWB48B82AF,53,F,Borno,Self-Employed,289599,True,2024-05-18,Referral
BRW4F8CA2B3,25,M,Enugu,Salaried,272569,True,2023-01-18,Referral
BRW2CD77193,28,M,Imo,Self-Employed,78193,True,2022-06-28,Social Media
BRW3A73836B,28,F,Plateau,Unemployed,0,True,2023-07-10,Social Media
BRW7A7B4E40,62,F,Kaduna,Salaried,212749,False,2023-10-23,Social Media
BRW1C766880,48,F,Kaduna,Gig Worker,41532,True,2024-05-30,Agent
BRWE1F7C46A,21,F,Kano,Salaried,411715,False,2023-08-11,Organic
BRWEF03E2BB,52,M,Edo,Salaried,443444,True,2022-04-25,Agent
BRW2FCD7A41,35,M,Plateau,Self-Employed,190854,True,2024-08-22,Organic
BRW6AA4F807,23,M,Kaduna,Gig Worker,63895,True,2024-03-27,Social Media
BRWED2271DF,60,M,Ogun,Self-Employed,254790,True,2023-02-22,Referral
BRW5C893FA2,64,M,Edo,Salaried,417590,True,2024-02-11,Organic
BRW71BD15CD,18,F,Enugu,Gig Worker,86127,True,2022-03-15,Referral
BRW23BCA95E,25,F,Anambra,Gig Worker,59696,True,2024-09-01,Referral
BRW6D365A4B,18,M,Edo,Salaried,143478,True,2022-03-15,Organic
BRW2C931969,31,F,Lagos,Salaried,267440,True,2022-11-04,Social Media
BRWB079FD3A,28,F,Enugu,Salaried,404669,True,2023-08-31,Organic
BRWABF1D2EE,32,M,Oyo,Salaried,247579,True,2024-05-31,Referral
BRW5F2A3225,48,F,Ogun,Gig Worker,75404,False,2024-08-29,Agent
BRW18A2300E,32,F,Borno,Salaried,100275,False,2023-05-02,Organic
BRW2C46B425,20,F,Abuja,Salaried,455184,True,2024-02-07,Social Media
BRW563E83E8,38,M,Borno,Self-Employed,124639,True,2023-04-08,Organic
BRW6415224E,29,F,Imo,Salaried,147310,True,2024-08-15,Social Media
BRW791C7DEF,19,F,Delta,Salaried,224043,True,2023-07-03,Referral
BRW1CAEEB73,19,M,Kano,Self-Employed,223033,False,2022-10-28,Agent
BRW794ADA65,19,M,Kano,Self-Employed,151865,False,2022-03-20,Organic
BRW08614643,32,F,Imo,Salaried,486711,False,2024-03-02,Social Media
BRWDA502872,25,F,Enugu,Salaried,438106,True,2023-04-01,Referral
BRW8C606873,61,M,Katsina,Salaried,166210,False,2023-09-12,Social Media
BRW1A159D12,30,M,Katsina,Self-Employed,223217,True,2023-12-12,Social Media
BRW52DF3FB5,35,M,Anambra,Self-Employed,48791,True,2022-03-10,Organic
BRW1A47B220,24,M,Rivers,Unemployed,0,False,2024-06-15,Organic
BRW0973F2CD,18,F,Enugu,Salaried,177932,True,2023-07-14,Social Media
BRW0C5C66A1,24,F,Ogun,Salaried,494186,True,2023-07-28,Organic
BRWD9181513,23,F,Lagos,Salaried,471455,True,2023-06-07,Referral
BRWE1122C59,20,M,Oyo,Gig Worker,96752,False,2022-05-21,Social Media
BRW8D2AF94E,24,M,Enugu,Self-Employed,95983,True,2022-08-08,Organic
BRW049B0CE0,28,F,Abuja,Self-Employed,181925,True,2022-05-11,Agent
